warehouse,asset,older_name,manager_ip,vendor,new_name
QXG,YH11080074,GZ-QXG-A-3560X-71.254.135-I0,10.71.254.135,cisco,ias147.qxg.sinanode.com
QXG,YH08060017,GZ-QXG-A-3560X-71.254.136-I0,10.71.254.136,cisco,ias148.qxg.sinanode.com
QXG,YH11030035,GZ-QXG-A-3650X-71.254.137-I0,10.71.254.137,cisco,ias149.qxg.sinanode.com
QXG,YH11120063,GZ-QXG-A-3560X-71.254.139-I0,10.71.254.139,cisco,ias150.qxg.sinanode.com
QXG,YH06110052,GZ-QXG-A-3560G-71.254.14-I0,10.71.254.14,cisco,ias151.qxg.sinanode.com
QXG,YH12120040,GZ-QXG-A-3560-71.254.148-I0,10.71.254.148,cisco,ias152.qxg.sinanode.com
QXG,YH12100009,GZ-QXG-A-3560X-71.254.15-I0,10.71.254.15,cisco,ias153.qxg.sinanode.com
QXG,YH06120023,GZ-QXG-A-3560G-71.254.16-I0,10.71.254.16,cisco,ias154.qxg.sinanode.com
QXG,YH06110059,GZ-QXG-A-3560G-71.254.17-I0,10.71.254.17,cisco,ias155.qxg.sinanode.com
QXG,04093830,GZ-QXG-A-3750TS-71.254.18-I0,10.71.254.18,cisco,ias156.qxg.sinanode.com
QXG,YH07110001,GZ-QXG-A-3560G-71.254.19-I0,10.71.254.19,cisco,ias157.qxg.sinanode.com
QXG,YH10100078,GZ-QXG-A-3560-71.254.20-I0,10.71.254.20,cisco,ias158.qxg.sinanode.com
QXG,YH07070016,GZ-QXG-A-3560G-71.254.21-I0,10.71.254.21,cisco,ias159.qxg.sinanode.com
QXG,YH07070013,GZ-QXG-A-3560G-71.254.22-I0,10.71.254.22,cisco,ias160.qxg.sinanode.com
QXG,YH07070020,GZ-QXG-A-3560G-71.254.23-I0,10.71.254.23,cisco,ias161.qxg.sinanode.com
QXG,YH07070022,GZ-QXG-A-3560G-71.254.24-I0,10.71.254.24,cisco,ias162.qxg.sinanode.com
QXG,YH07090002,GZ-QXG-A-3560G-71.254.25-I0,10.71.254.25,cisco,ias163.qxg.sinanode.com
QXG,YH07090034,GZ-QXG-A-3560G-71.254.27-I0,10.71.254.27,cisco,ias164.qxg.sinanode.com
QXG,YH07080013,GZ-QXG-A-3560G-71.254.28-I0,10.71.254.28,cisco,ias165.qxg.sinanode.com
QXG,YH07080015,GZ-QXG-A-3560G-71.254.29-I0,10.71.254.29,cisco,ias166.qxg.sinanode.com
QXG,YH07080017,GZ-QXG-A-3560G-71.254.30-I0,10.71.254.30,cisco,ias167.qxg.sinanode.com
QXG,YH08050119,GZ-QXG-A-2960L-71.254.31-I0,10.71.254.31,cisco,ias168.qxg.sinanode.com
QXG,YH07110011,GZ-QXG-A-3560G-71.254.32-I0,10.71.254.32,cisco,ias169.qxg.sinanode.com
QXG,YH07090024,GZ-QXG-A-3560G-71.254.33-I0,10.71.254.33,cisco,ias170.qxg.sinanode.com
QXG,YH07090030,GZ-QXG-A-3560G-71.254.34-I0,10.71.254.34,cisco,ias171.qxg.sinanode.com
QXG,YH07090026,GZ-QXG-A-3560G-71.254.35-I0,10.71.254.35,cisco,ias172.qxg.sinanode.com
QXG,YH07090028,GZ-QXG-A-3560G-71.254.36-I0,10.71.254.36,cisco,ias173.qxg.sinanode.com
QXG,YH07100002,GZ-QXG-A-3560G-71.254.37-I0,10.71.254.37,cisco,ias174.qxg.sinanode.com
QXG,YH07100007,GZ-QXG-A-3560G-71.254.38-I0,10.71.254.38,cisco,ias175.qxg.sinanode.com
QXG,YH07100008,GZ-QXG-A-3560G-71.254.39-I0,10.71.254.39,cisco,ias176.qxg.sinanode.com
QXG,YH11030016,GZ-QXG-A-3560-71.254.40-I0,10.71.254.40,cisco,ias177.qxg.sinanode.com
QXG,YH08010041,GZ-QXG-A-2960G-71.254.41-I0,10.71.254.41,cisco,ias178.qxg.sinanode.com
QXG,YH08010043,GZ-QXG-A-2960G-71.254.42-I0,10.71.254.42,cisco,ias179.qxg.sinanode.com
QXG,YH08010057,GZ-QXG-A-2960G-71.254.43-I0,10.71.254.43,cisco,ias180.qxg.sinanode.com
QXG,YH13040004,GZ-QXG-A-5800-71.254.45-I0,10.71.254.45,h3c,ias181.qxg.sinanode.com
QXG,YH08010059,GZ-QXG-A-2960G-71.254.46-I0,10.71.254.46,cisco,ias182.qxg.sinanode.com
QXG,YH10120089,GZ-QXG-A-3560-71.254.48-I0,10.71.254.48,cisco,ias183.qxg.sinanode.com
QXG,YH08030190,GZ-QXG-A-3560G-71.254.49-I0,10.71.254.49,cisco,ias184.qxg.sinanode.com
QXG,YH08040042,GZ-QXG-A-3560G-71.254.50-I0,10.71.254.50,cisco,ias185.qxg.sinanode.com
QXG,YH08040044,GZ-QXG-A-3560G-71.254.51-I0,10.71.254.51,cisco,ias186.qxg.sinanode.com
QXG,YH10010017,GZ-QXG-A-3560G-71.254.52-I0,10.71.254.52,cisco,ias187.qxg.sinanode.com
QXG,YH08050096,GZ-QXG-A-3560G-71.254.53-I0,10.71.254.53,cisco,ias188.qxg.sinanode.com
QXG,YH08050098,GZ-QXG-A-3560G-71.254.54-I0,10.71.254.54,cisco,ias189.qxg.sinanode.com
QXG,YH08050100,GZ-QXG-A-3560G-71.254.55-I0,10.71.254.55,cisco,ias190.qxg.sinanode.com
QXG,YH08050109,GZ-QXG-A-3560G-71.254.56-I0,10.71.254.56,cisco,ias191.qxg.sinanode.com
QXG,YH13040001+YH13040002,GZ-QXG-A-5800-71.254.57-IR,10.71.254.57,h3c,
QXG,YH08060018,GZ-QXG-A-3560G-71.254.59-I0,10.71.254.59,cisco,ias192.qxg.sinanode.com
QXG,YH08060006,GZ-QXG-A-3560G-71.254.60-I0,10.71.254.60,cisco,ias193.qxg.sinanode.com
QXG,YH08060029,GZ-QXG-A-3560G-71.254.61-I0,10.71.254.61,cisco,ias194.qxg.sinanode.com
QXG,YH08060014,GZ-QXG-A-3560G-71.254.62-I0,10.71.254.62,cisco,ias195.qxg.sinanode.com
QXG,YH08060037,GZ-QXG-A-3560G-71.254.63-I0,10.71.254.63,cisco,ias196.qxg.sinanode.com
QXG,YH08060009,GZ-QXG-A-3560G-71.254.64-I0,10.71.254.64,cisco,ias197.qxg.sinanode.com
QXG,YH08060043,GZ-QXG-A-3560G-71.254.65-I0,10.71.254.65,cisco,ias198.qxg.sinanode.com
QXG,YH08060011,GZ-QXG-A-3560G-71.254.66-I0,10.71.254.66,cisco,ias199.qxg.sinanode.com
QXG,YH10040005,GZ-QXG-A-3560G-71.254.67-I0,10.71.254.67,cisco,ias200.qxg.sinanode.com
QXG,YH10060046,GZ-QXG-A-3560-71.254.69-I0,10.71.254.69,cisco,ias201.qxg.sinanode.com
QXG,YH10060048,GZ-QXG-A-3560-71.254.70-I0,10.71.254.70,cisco,ias202.qxg.sinanode.com
QXG,YH10060055,GZ-QXG-A-3560-71.254.71-I0,10.71.254.71,cisco,ias203.qxg.sinanode.com
QXG,YH10070009,GZ-QXG-A-3560-71.254.72-I0,10.71.254.72,cisco,ias204.qxg.sinanode.com
QXG,YH10070011,GZ-QXG-A-3560-71.254.73-I0,10.71.254.73,cisco,ias205.qxg.sinanode.com
QXG,YH10070013,GZ-QXG-A-3560-71.254.74-I0,10.71.254.74,cisco,ias206.qxg.sinanode.com
QXG,YH10070015,GZ-QXG-A-3560-71.254.75-I0,10.71.254.75,cisco,ias207.qxg.sinanode.com
QXG,YH10070019,GZ-QXG-A-3560-71.254.76-I0,10.71.254.76,cisco,ias208.qxg.sinanode.com
QXG,YH10070021,GZ-QXG-A-3560-71.254.77-I0,10.71.254.77,cisco,ias209.qxg.sinanode.com
QXG,YH10070023,GZ-QXG-A-3560-71.254.78-I0,10.71.254.78,cisco,ias210.qxg.sinanode.com
QXG,YH10070065,GZ-QXG-A-3560-71.254.79-I0,10.71.254.79,cisco,ias211.qxg.sinanode.com
QXG,YH10070067,GZ-QXG-A-3560-71.254.80-I0,10.71.254.80,cisco,ias212.qxg.sinanode.com
QXG,YH06110033,GZ-QXG-A-3750G-71.254.81-I0,10.71.254.81,cisco,ias213.qxg.sinanode.com
QXG,YH08040032,GZ-QXG-A-3560G-71.254.82-I0,10.71.254.82,cisco,ias214.qxg.sinanode.com
QXG,YH08040037,GZ-QXG-A-3560G-71.254.83-I0,10.71.254.83,cisco,ias215.qxg.sinanode.com
QXG,YH09060003,GZ-QXG-A-3560G-71.254.84-I0,10.71.254.84,cisco,ias216.qxg.sinanode.com
QXG,YH09080011,GZ-QXG-A-3560G-71.254.85-I0,10.71.254.85,cisco,ias217.qxg.sinanode.com
QXG,YH09080014,GZ-QXG-A-3560G-71.254.86-I0,10.71.254.86,cisco,ias218.qxg.sinanode.com
QXG,YH10080113,GZ-QXG-A-3560-71.254.87-I0,10.71.254.87,cisco,ias219.qxg.sinanode.com
QXG,YH10100016,GZ-QXG-A-3560-71.254.88-I0,10.71.254.88,cisco,ias220.qxg.sinanode.com
QXG,YH10080115,GZ-QXG-A-3560-71.254.89-I0,10.71.254.89,cisco,ias221.qxg.sinanode.com
QXG,YH06110058,GZ-QXG-A-3560G-71.254.90-I0,10.71.254.90,cisco,ias222.qxg.sinanode.com
QXG,YH10120061,GZ-QXG-A-3560-71.254.91-I0,10.71.254.91,cisco,ias223.qxg.sinanode.com
QXG,YH11030073,GZ-QXG-A-3560-71.254.92-I0,10.71.254.92,cisco,ias224.qxg.sinanode.com
QXG,YH11050010,GZ-QXG-A-3560-71.254.93-I0,10.71.254.93,cisco,ias225.qxg.sinanode.com
QXG,YH11100009,GZ-QXG-A-3560-71.254.94-I0,10.71.254.94,cisco,ias226.qxg.sinanode.com
QXG,YH11100122,GZ-QXG-A-3560-71.254.95-I0,10.71.254.95,cisco,ias227.qxg.sinanode.com
QXG,YH12020020,GZ-QXG-A-3560X-71.254.96-I0,10.71.254.96,cisco,ias228.qxg.sinanode.com
QXG,YH08050108,GZ-QXG-A-3560G-71.254.97-I0,10.71.254.97,cisco,ias229.qxg.sinanode.com
QXG,YH08060083,GZ-QXG-A-3560G-71.254.98-I0,10.71.254.98,cisco,ias230.qxg.sinanode.com
QXG,YH08050026,GZ-QXG-A-3560G-71.254.99-I0,10.71.254.99,cisco,ias231.qxg.sinanode.com
QXG,YH12120057,GZ-QXG-A-3560G-71.254.27-I0,10.71.254.27,cisco,ias232.qxg.sinanode.com
QXG,YH12100004,GZ-QXG-A-3560X-71.254.58-I0,10.71.254.58,cisco,ias233.qxg.sinanode.com
QXG,YH08050045,GZ-QXG-A-3560G-70.254.132-E0,10.70.254.132,cisco,eas234.qxg.sinanode.com
QXG,YH08050056,GZ-QXG-A-3560G-71.254.132-I0,10.71.254.132,cisco,ias235.qxg.sinanode.com
QXG,YH08060087,GZ-QXG-A-3560G-71.254.27-I0,10.71.254.27,cisco,ias236.qxg.sinanode.com
SHX,YH13080021,GZ-SHX-R-ASR-1.254.1-I0,10.1.254.1,cisco,
SHX,YH13080022,GZ-SHX-R-7609-1.254.2-I0,10.1.254.2,cisco,
SHX,YH14080004,GZ-SHX-A-4948E-83.254.104-I0,10.83.254.104,cisco,ias1.shx.sinanode.com
SHX,YH14080005,GZ-SHX-A-4948E-83.254.105-I0,10.83.254.105,cisco,ias2.shx.sinanode.com
SHX,YH14080006,GZ-SHX-A-4948E-83.254.106-I0,10.83.254.106,cisco,ias3.shx.sinanode.com
SHX,YH14080007,GZ-SHX-A-4948E-83.254.107-I0,10.83.254.107,cisco,ias4.shx.sinanode.com
SHX,YH14080008,GZ-SHX-A-4948E-83.254.108-I0,10.83.254.108,cisco,ias5.shx.sinanode.com
SHX,YH14080009,GZ-SHX-A-4948E-83.254.109-I0,10.83.254.109,cisco,ias6.shx.sinanode.com
SHX,YH14080010,GZ-SHX-A-4948E-83.254.110-I0,10.83.254.110,cisco,ias7.shx.sinanode.com
SHX,YH13100064,GZ-SHX-C-7018-83.254.2-IP,10.83.254.2,cisco,
SHX,YH13100056,GZ-SHX-A-4948E-83.254.21-I0,10.83.254.21,cisco,ias8.shx.sinanode.com
SHX,YH13100057,GZ-SHX-A-4948E-83.254.22-I0,10.83.254.22,cisco,ias9.shx.sinanode.com
SHX,YH13050024,GZ-SHX-A-3560X-83.254.26-I0,10.83.254.26,cisco,ias10.shx.sinanode.com
SHX,YH13100044,GZ-SHX-A-4948E-83.254.27-I0,10.83.254.27,cisco,ias11.shx.sinanode.com
SHX,YH13100045,GZ-SHX-A-4948E-83.254.28-I0,10.83.254.28,cisco,ias12.shx.sinanode.com
SHX,YH13100046,GZ-SHX-A-4948E-83.254.29-I0,10.83.254.29,cisco,ias13.shx.sinanode.com
SHX,YH13100063,GZ-SHX-C-7018-83.254.3-IP,10.83.254.3,cisco,
SHX,YH13100047,GZ-SHX-A-4948E-83.254.30-I0,10.83.254.30,cisco,ias14.shx.sinanode.com
SHX,YH13100048,GZ-SHX-A-4948E-83.254.31-I0,10.83.254.31,cisco,ias15.shx.sinanode.com
SHX,YH13100049,GZ-SHX-A-4948E-83.254.32-I0,10.83.254.32,cisco,ias16.shx.sinanode.com
SHX,YH13100050,GZ-SHX-A-4948E-83.254.33-I0,10.83.254.33,cisco,ias17.shx.sinanode.com
SHX,YH13100051,GZ-SHX-A-4948E-83.254.35-I0,10.83.254.35,cisco,ias18.shx.sinanode.com
SHX,YH13100053,GZ-SHX-A-4948E-83.254.37-I0,10.83.254.37,cisco,ias19.shx.sinanode.com
SHX,YH13100055,GZ-SHX-A-4948E-83.254.39-I0,10.83.254.39,cisco,ias20.shx.sinanode.com
SHX,YH13100058,GZ-SHX-A-4948E-83.254.40-I0,10.83.254.40,cisco,ias21.shx.sinanode.com
SHX,YH14010030,GZ-SHX-A-4948E-83.254.41-I0,10.83.254.41,cisco,ias22.shx.sinanode.com
SHX,YH14010031,GZ-SHX-A-4948E-83.254.42-I0,10.83.254.42,cisco,ias23.shx.sinanode.com
SHX,YH14010033,GZ-SHX-A-4948E-83.254.43-I0,10.83.254.43,cisco,ias24.shx.sinanode.com
SHX,YH14010034,GZ-SHX-A-4948E-83.254.44-I0,10.83.254.44,cisco,ias25.shx.sinanode.com
SHX,YH15020031,GZ-SHX-A-4948E-83.254.112-I0,10.83.254.112,cisco,ias26.shx.sinanode.com
SHX,YH14120026,GZ-SHX-A-4948-83.254.113-I0,10.83.254.113,cisco,ias27.shx.sinanode.com
SHX,XQ15070001,GZ-SHX-A-4948-83.254.114-I0,10.83.254.114,cisco,ias28.shx.sinanode.com
SHX,XQ15070004,GZ-SHX-A-4948-83.254.115-I0,10.83.254.115,cisco,ias29.shx.sinanode.com
SHX,XQ15070009,GZ-SHX-A-4948-83.254.117-I0,10.83.254.117,cisco,ias30.shx.sinanode.com
SHX,SM15080017,GZ-SHX-A-4948-83.254.36-I0,10.83.254.36,cisco,ias31.shx.sinanode.com
SHX,SM15080018,GZ-SHX-A-4948-83.254.38-I0,10.83.254.38,cisco,ias32.shx.sinanode.com
SHX,XQ15120004,GZ-SHX-A-4948-83.254.45-I0,10.83.254.45,cisco,ias33.shx.sinanode.com
SHX,XQ16030002,GZ-SHX-A-4948-83.254.46-I0,10.83.254.46,cisco,ias34.shx.sinanode.com
SHX,XQ16090003,GZ-SHX-A-4948-83.254.47-I0,10.83.254.47,cisco,ias35.shx.sinanode.com
SHX,XQ16090004,GZ-SHX-A-4948-83.254.48-I0,10.83.254.48,cisco,ias36.shx.sinanode.com
SHX,XQ16090005,GZ-SHX-A-4948-83.254.49-I0,10.83.254.49,cisco,ias37.shx.sinanode.com
SHX,XQ16080004,GZ-SHX-A-4948E-83.254.23-I0,10.83.254.23,cisco,ias38.shx.sinanode.com
SHX,XQ16080006,GZ-SHX-A-4948E-83.254.24-I0,10.83.254.24,cisco,ias39.shx.sinanode.com
TG,YH07010001,TJ-TG-A-3750G-28.254.10-E0,10.28.254.10,cisco,eas1.tg.sinanode.com
TG,YH07090017,TJ-TG-A-3560G-28.254.102-E0,10.28.254.102,cisco,eas2.tg.sinanode.com
TG,YH07090006,TJ-TG-A-3560G-28.254.103-E0,10.28.254.103,cisco,eas3.tg.sinanode.com
TG,YH07080005,TJ-TG-A-3560G-28.254.104-E0,10.28.254.104,cisco,eas4.tg.sinanode.com
TG,YH06100007,TJ-TG-A-3750-28.254.105-E0,10.28.254.105,cisco,eas5.tg.sinanode.com
TG,YH06100006,TJ-TG-A-3750-28.254.106-E0,10.28.254.106,cisco,eas6.tg.sinanode.com
TG,YH07080004,TJ-TG-A-3560G-28.254.107-E0,10.28.254.107,cisco,eas7.tg.sinanode.com
TG,YH07080003,TJ-TG-A-3560G-28.254.108-E0,10.28.254.108,cisco,eas8.tg.sinanode.com
TG,YH06100002,TJ-TG-A-3750-28.254.109-E0,10.28.254.109,cisco,eas9.tg.sinanode.com
TG,YH08060003,TJ-TG-C-6509-28.164.1-E0,10.28.254.11,cisco,
TG,YH07070014,TJ-TG-A-3560-28.254.110-E0,10.28.254.110,cisco,eas10.tg.sinanode.com
TG,YH09080028,TJ-TG-A-3560G-28.254.111-E0,10.28.254.111,cisco,eas11.tg.sinanode.com
TG,YH09080027,TJ-TG-A-3560G-28.254.112-E0,10.28.254.112,cisco,eas12.tg.sinanode.com
TG,YH06100003,TJ-TG-A-3750-28.254.125-E0,10.28.254.125,cisco,eas13.tg.sinanode.com
TG,YH11120093,TJ-TG-A-3560X-28.254.126-E0,10.28.254.126,cisco,eas14.tg.sinanode.com
TG,YH09110022,TJ-TG-A-3560G-28.254.127-E0,10.28.254.127,cisco,eas15.tg.sinanode.com
TG,YH14010026,TJ-TG-A-3560X-28.254.14-E0,10.28.254.14,cisco,eas16.tg.sinanode.com
TG,YH10100079,TJ-TG-A-3560G-28.254.144-E0,10.28.254.144,cisco,eas17.tg.sinanode.com
TG,YH11030005,TJ-TG-A-3560G-28.254.155-E0,10.28.254.155,cisco,eas18.tg.sinanode.com
TG,YH11030003,TJ-TG-A-3560G-28.254.156-E0,10.28.254.156,cisco,eas19.tg.sinanode.com
TG,YH13080024,TJ-TG-A-3560G-28.254.157-E0,10.28.254.157,cisco,eas20.tg.sinanode.com
TG,YH13080025,TJ-TG-A-3560G-28.254.158-E0,10.28.254.158,cisco,eas21.tg.sinanode.com
TG,YH07070002,TJ-TG-A-3560G-28.254.16-E0,10.28.254.16,cisco,eas22.tg.sinanode.com
TG,YH11120062,TJ-TG-A-3560X-28.254.160-E0,10.28.254.160,cisco,eas23.tg.sinanode.com
TG,YH11040060,TJ-TG-A-3560X-28.254.161-E0,10.28.254.161,cisco,eas24.tg.sinanode.com
TG,YH12100005,TJ-TG-A-3560X-28.254.162-E0,10.28.254.162,cisco,eas25.tg.sinanode.com
TG,YH13050027,TJ-TG-A-3560X-28.254.163-E0,10.28.254.163,cisco,eas26.tg.sinanode.com
TG,YH11120066,TJ-TG-A-3560X-28.254.165-E0,10.28.254.165,cisco,eas27.tg.sinanode.com
TG,YH08070050,TJ-TG-A-3560X-28.254.166-E0,10.28.254.166,cisco,eas28.tg.sinanode.com
TG,YH11120091,TJ-TG-A-3560X-28.254.17-E0,10.28.254.17,cisco,eas29.tg.sinanode.com
TG,YH07070005,TJ-TG-A-3560G-28.254.18-E0,10.28.254.18,cisco,eas30.tg.sinanode.com
TG,YH07070004,TJ-TG-A-3560G-28.254.19-E0,10.28.254.19,cisco,eas31.tg.sinanode.com
TG,YH11120064,TJ-TG-A-3560X-28.254.20-E0,10.28.254.20,cisco,eas32.tg.sinanode.com
TG,YH12010033,TJ-TG-A-3560X-28.254.21-E0,10.28.254.21,cisco,eas33.tg.sinanode.com
TG,YH12010034,TJ-TG-A-3560X-28.254.22-E0,10.28.254.22,cisco,eas34.tg.sinanode.com
TG,YH12010035,TJ-TG-A-3560X-28.254.23-E0,10.28.254.23,cisco,eas35.tg.sinanode.com
TG,YH07070007,TJ-TG-A-3560G-28.254.24-E0,10.28.254.24,cisco,eas36.tg.sinanode.com
TG,YH12010041,TJ-TG-A-3560X-28.254.26-E0,10.28.254.26,cisco,eas37.tg.sinanode.com
TG,YH11100118,TJ-TG-A-3560X-28.254.27-E0,10.28.254.27,cisco,eas38.tg.sinanode.com
TG,YH12110026,TJ-TG-A-3560X-28.254.28-E0,10.28.254.28,cisco,eas39.tg.sinanode.com
TG,YH07010036,TJ-TG-A-3560G-28.254.30-E0,10.28.254.30,cisco,eas40.tg.sinanode.com
TG,YH07010013,TJ-TG-A-3560G-28.254.31-E0,10.28.254.31,cisco,eas41.tg.sinanode.com
TG,YH09110011,TJ-TG-A-3560G-28.254.32-E0,10.28.254.32,cisco,eas42.tg.sinanode.com
TG,YH11100119,TJ-TG-A-3560G-28.254.71-E0,10.28.254.71,cisco,eas43.tg.sinanode.com
TG,YH12010049,TJ-TG-A-3560X-28.254.9-E0,10.28.254.9,cisco,eas44.tg.sinanode.com
TG,YH07010003,TJ-TG-A-3560X-29.254.10-I0,10.29.254.10,cisco,ias45.tg.sinanode.com
TG,YH09080039,TJ-TG-A-3560G-29.254.102-I0,10.29.254.102,cisco,ias46.tg.sinanode.com
TG,YH09090002,TJ-TG-A-3560G-29.254.103-I0,10.29.254.103,cisco,ias47.tg.sinanode.com
TG,YH09090001,TJ-TG-A-3560G-29.254.104-I0,10.29.254.104,cisco,ias48.tg.sinanode.com
TG,YH09080038,TJ-TG-A-3560G-29.254.105-I0,10.29.254.105,cisco,ias49.tg.sinanode.com
TG,YH09080037,TJ-TG-A-3560G-29.254.106-I0,10.29.254.106,cisco,ias50.tg.sinanode.com
TG,YH09080036,TJ-TG-A-3560G-29.254.107-I0,10.29.254.107,cisco,ias51.tg.sinanode.com
TG,YH09080035,TJ-TG-A-3560G-29.254.108-I0,10.29.254.108,cisco,ias52.tg.sinanode.com
TG,YH09080034,TJ-TG-A-3560G-29.254.109-I0,10.29.254.109,cisco,ias53.tg.sinanode.com
TG,YH08030004,TJ-TG-C-C6509-29.254.11-I0,10.29.254.11,cisco,
TG,YH09080033,TJ-TG-A-3560G-29.254.110-I0,10.29.254.110,cisco,ias54.tg.sinanode.com
TG,YH09080032,TJ-TG-A-3560G-29.254.111-I0,10.29.254.111,cisco,ias55.tg.sinanode.com
TG,YH09080031,TJ-TG-A-3560G-29.254.112-I0,10.29.254.112,cisco,ias56.tg.sinanode.com
TG,YH09090006,TJ-TG-A-C35-29.254.118-I0,10.29.254.118,cisco,ias57.tg.sinanode.com
TG,YH09090005,TJ-TG-A-C35-29.254.119-I0,10.29.254.119,cisco,ias58.tg.sinanode.com
TG,06023031,TJ-TG-A-3550-29.254.125-I0,10.29.254.125,cisco,ias59.tg.sinanode.com
TG,YH08010011,TJ-TG-A-3560G-29.254.126-I0,10.29.254.126,cisco,ias60.tg.sinanode.com
TG,YH09110023,TJ-TG-A-3560G-29.254.127-I0,10.29.254.127,cisco,ias61.tg.sinanode.com
TG,YH08050003,TJ-TG-A-3560G-29.254.130-I0,10.29.254.130,cisco,ias62.tg.sinanode.com
TG,YH08010013,TJ-TG-A-3560G-29.254.133-I0,10.29.254.133,cisco,ias63.tg.sinanode.com
TG,YH10070034,TJ-TG-A-C35-29.254.138-I0,10.29.254.138,cisco,ias64.tg.sinanode.com
TG,YH06110048,TJ-TG-A-3560G-29.254.14-I0,10.29.254.14,cisco,ias65.tg.sinanode.com
TG,YH10110027,TJ-TG-A-3560G-29.254.144-I0,10.29.254.144,cisco,ias66.tg.sinanode.com
TG,YH06080001,TJ-TG-A-3560G-29.254.15-I0,10.29.254.15,cisco,ias67.tg.sinanode.com
TG,YH11030007,TJ-TG-A-3560G-29.254.155-I0,10.29.254.155,cisco,ias68.tg.sinanode.com
TG,YH11030011,TJ-TG-A-3560G-29.254.156-I0,10.29.254.156,cisco,ias69.tg.sinanode.com
TG,YH13080026,TJ-TG-A-3560G-29.254.157-I0,10.29.254.157,cisco,ias70.tg.sinanode.com
TG,YH13080027,TJ-TG-A-3560G-29.254.158-I0,10.29.254.158,cisco,ias71.tg.sinanode.com
TG,YH12100041,TJ-TG-A-3560X-29.254.16-I0,10.29.254.16,cisco,ias72.tg.sinanode.com
TG,YH11120096,TJ-TG-A-3560X-29.254.160-I0,10.29.254.160,cisco,ias73.tg.sinanode.com
TG,YH11100027,TJ-TG-A-3560X-29.254.161-I0,10.29.254.161,cisco,ias74.tg.sinanode.com
TG,YH12120080,TJ-TG-A-3560X-29.254.162-I0,10.29.254.162,cisco,ias75.tg.sinanode.com
TG,YH13050026,TJ-TG-A-3560X-29.254.163-I0,10.29.254.163,cisco,ias76.tg.sinanode.com
TG,YH12010038,TJ-TG-A-3560X-29.254.165-I0,10.29.254.165,cisco,ias77.tg.sinanode.com
TG,YH10110023,TJ-TG-A-3560X-29.254.166-I0,10.29.254.166,cisco,ias78.tg.sinanode.com
TG,YH07070003,TJ-TG-A-3560G-29.254.17-I0,10.29.254.17,cisco,ias79.tg.sinanode.com
TG,YH12090017,TJ-TG-A-3560X-29.254.18-I0,10.29.254.18,cisco,ias80.tg.sinanode.com
TG,YH07070008,TJ-TG-A-3560G-29.254.19-I0,10.29.254.19,cisco,ias81.tg.sinanode.com
TG,YH12090021,TJ-TG-A-3560X-29.254.20-I0,10.29.254.20,cisco,ias82.tg.sinanode.com
TG,YH11120092,TJ-TG-A-3560X-29.254.21-I0,10.29.254.21,cisco,ias83.tg.sinanode.com
TG,YH11070091,TJ-TG-A-3560X-29.254.216-I0,10.29.254.216,cisco,ias84.tg.sinanode.com
TG,YH07070006,TJ-TG-A-3560G-29.254.22-I0,10.29.254.22,cisco,ias85.tg.sinanode.com
TG,YH12090023,TJ-TG-A-3560X-29.254.24-I0,10.29.254.24,cisco,ias86.tg.sinanode.com
TG,YH07070001,TJ-TG-A-3560G-29.254.25-I0,10.29.254.25,cisco,ias87.tg.sinanode.com
TG,YH06110053,TJ-TG-A-3560G-29.254.26-I0,10.29.254.26,cisco,ias88.tg.sinanode.com
TG,YH12090060,TJ-TG-A-3560X-29.254.27-I0,10.29.254.27,cisco,ias89.tg.sinanode.com
TG,YH12100001,TJ-TG-A-3560X-29.254.29-I0,10.29.254.29,cisco,ias90.tg.sinanode.com
TG,YH07080007,TJ-TG-A-2960-29.254.30-I0,10.29.254.30,cisco,ias91.tg.sinanode.com
TG,YH06100004,TJ-TG-A-3750G-29.254.31-I0,10.29.254.31,cisco,ias92.tg.sinanode.com
TG,YH07010015,TJ-TG-A-3560G-29.254.32-I0,10.29.254.32,cisco,ias93.tg.sinanode.com
TG,YH07080006,TJ-TG-A-3560G-29.254.40-I0,10.29.254.40,cisco,ias94.tg.sinanode.com
TG,YH11090030,TJ-TG-A-3560X-29.254.43-I0,10.29.254.43,cisco,ias95.tg.sinanode.com
TG,YH08010046,TJ-TG-A-2960G-29.254.44-I0,10.29.254.44,cisco,ias96.tg.sinanode.com
TG,YH07090038,TJ-TG-A-3560G-29.254.45-I0,10.29.254.45,cisco,ias97.tg.sinanode.com
TG,YH07090039,TJ-TG-A-3560G-29.254.46-I0,10.29.254.46,cisco,ias98.tg.sinanode.com
TG,YH07090018,TJ-TG-A-3560G-29.254.47-I0,10.29.254.47,cisco,ias99.tg.sinanode.com
TG,YH07090015,TJ-TG-A-3560G-29.254.48-I0,10.29.254.48,cisco,ias100.tg.sinanode.com
TG,YH13050066+YH13080010,TJ-TG-B-5800-29.254.7-I0,10.29.254.7,h3c,
TG,YH11100159,TJ-TG-A-3560G-29.254.71-I0,10.29.254.71,cisco,ias101.tg.sinanode.com
TG,YH14040005+YH14040006,TJ-TG-B-5800-29.254.8-I0,10.29.254.8,h3c,
TG,YH10010015,TJ-TG-A-3560G-29.254.84-I0,10.29.254.84,cisco,ias102.tg.sinanode.com
TG,YH10120135,TJ-TG-A-3560X-29.254.10-I0,10.29.254.10,cisco,ias103.tg.sinanode.com
